song_id,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,contains_hyphen,contains_feat,is_derived,contains_parentheses,language,num_syllables,avg_chars_per_word,num_uppercase_words,num_lowercase_words,sentiment,num_syllables_missing
2231,58,0.6581422551475798,-1.0615569441562231,0.728,0.518,-0.4962499182431212,1.0,-0.5326009018683029,-1.0160265611303543,0,-0.8236682578362878,0.4131988112871822,1,0.833,1,0,0,0,1,0.2384250897171781,0.4090909090909091,0.11538461538461539,-1.3624092263539245,0.0,0
18680,62,0.4596137986669522,-1.059820024696692,0.903,0.498,-0.4975822766521857,0.7272727272727273,-0.49913614075734736,0.16129355411081195,1,0.7518052985730028,0.5681506945026691,1,0.439,0,0,0,0,0,0.5960627242929453,0.24242424242424243,0.11538461538461539,0.1284702697627885,1.0,0
16908,59,0.573557151491561,1.4809212214951966,0.267,0.356,-0.42988170624765687,0.7272727272727273,0.3328084453773854,-1.2036351748565395,1,-1.0501483516368708,0.4297998006390729,1,0.314,0,0,0,0,1,0.4768501794343562,0.19318181818181818,0.11538461538461539,0.8739100178211451,0.0,0
10155,60,0.6404195409710949,-1.1795058277003043,0.7290000000000001,0.894,0.21194679493733554,0.4545454545454546,-0.1471480090680858,1.325774508121762,1,-0.7657723370433692,0.5822084346440849,1,0.8320000000000001,0,0,0,0,0,0.41677485785361973,0.2272727272727273,0.038461538461538464,0.1284702697627885,0.0,1
18150,31,0.5437363275373521,-0.1393360660019566,0.7709999999999999,0.735,-0.49788905415194523,0.4545454545454546,1.2217122278833568,-0.5972078598902495,0,0.8573481157177559,0.5588766850190511,1,0.385,0,0,0,0,0,0.5960627242929453,0.24242424242424243,0.11538461538461539,0.1284702697627885,0.0,0
16694,38,0.5569527499836051,-1.1962800411918197,0.404,0.946,-0.4329357421882989,0.18181818181818182,1.6417426295316948,-1.1027964690517367,0,0.43619934372868185,0.7066879069897432,1,0.4370000000000001,0,0,0,0,0,0.2384250897171781,0.36363636363636365,0.038461538461538464,0.1284702697627885,0.0,0
331,14,0.41723229014940066,-0.8722222571027138,0.55,0.929,-0.49788905415194523,0.8181818181818182,-0.05103242126618404,0.36625197682549065,1,0.31501936506383194,0.6009287983380379,1,0.643,0,0,0,0,0,0.41677485785361973,0.13636363636363635,0.038461538461538464,1.6193497658795015,0.0,1
18702,86,0.3843335647370356,-0.7966649318496679,0.752,0.764,-0.4941975037713264,0.09090909090909091,-1.5208605500945092,0.8964759134626412,1,-0.8236682578362878,0.5680761670532778,1,0.5820000000000001,0,0,0,0,0,0.41677485785361973,0.18181818181818182,0.038461538461538464,0.1284702697627885,0.0,1
16364,66,0.3725328244643525,1.5844417957264005,0.611,0.479,-0.4976347081076156,0.4545454545454546,-0.4825855422907822,-0.3281693223142861,0,0.8698130859790187,0.3836579935347438,1,0.79,0,0,0,0,1,0.5960627242929453,0.21818181818181817,0.19230769230769232,0.1284702697627885,-1.0,0
17995,48,0.6918619237234332,-0.9812702293746269,0.83,0.722,-0.49784170485407875,0.0,-1.0753343549384657,0.25260787658867584,1,-0.17982830768160735,0.5123156610118964,1,0.29,0,0,0,0,1,0.35763763457576714,0.2272727272727273,0.07692307692307693,0.8739100178211451,0.0,0
